Discrete Queue Name,ProducerName,ConsumerName,Primary App_Full_Name,PrimaryAppDisp,PrimaryAppRole,Primary Application Id,q_type,Primary Neighborhood,Primary Hosting Type,Primary Data classification,Primary Enterprise Critical Payment Application,Primary PCI,Primary Publicly Accessible,Primary TRTC,queue_manager_name,app_id,line_of_business,cluster_name,cluster_namelist,def_persistence,def_put_response,inhibit_get,inhibit_put,remote_q_mgr_name,remote_q_name,usage,xmit_q_name,Neighborhood
SS.9BNP.NTFY,Regulus Position Keeper,Krypton Payment Gateway,Regulus Position Keeper,Private IaaS,Producer,SS,Remote,Mainframe,External,Confidential,Yes,No,No,05= 1 to 3 Days,WRX2A,SS,TECHCT,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,Enabled,0,WL6E27,SS.9BNP.NTFY.WL6E,Normal,SS.WL6E27,Mainframe
SS.9BNP.NTFY,Regulus Position Keeper,Krypton Payment Gateway,Krypton Payment Gateway,Private IaaS,Consumer,9BNP,Remote,Private IaaS,External,Public,Yes,Yes,No,01= 30 Minutes to 2 Hours,WL6E27,9BNP,TECHSEC,TECHCCIBT,TECHCCIBT,Yes,Asynchronous,0,Enabled,WL6E27,SS.9BNP.NTFY.WL6E,0,SS.WL6E27,Private IaaS
UVNP.PP.LOG,Rigel Batch Processor,Mercury Trade Settlement,Rigel Batch Processor,Mainframe,Producer,UVNP,Remote,Public Cloud,Internal,Restricted,No,No,No,04= 12 to 24 Hours,WL6GX2C,UVNP,TECHOPS,TECHCORE,TECHCORE,No,Synchronous,0,0,WL6F31,UVNP.PP.LOG.WL6F,0,UVNP.WL6F31,Public Cloud
UVNP.PP.LOG,Rigel Batch Processor,Mercury Trade Settlement,Mercury Trade Settlement,Private IaaS,Consumer,PP,Remote,Mainframe,Internal,Restricted,No,No,No,04= 12 to 24 Hours,WL6F31,PP,TECHSEC,TECHCORE,TECHCORE,No,Synchronous,0,0,WL6F31,UVNP.PP.LOG.WL6F,0,UVNP.WL6F31,Mainframe
GHSM.8ARX.STAT,Antares Settlement Bus,Krypton Payment Gateway,Antares Settlement Bus,"Private IaaS, Private PaaS",Producer,GHSM,Local,Private IaaS,Internal,Internal Use,No,Yes,No,04= 12 to 24 Hours,WL6E30,GHSM,TECHFIN,TECHSEC,TECHSEC,Yes,Synchronous,0,Enabled,,,0,,Private IaaS
GHSM.8ARX.STAT,Antares Settlement Bus,Krypton Payment Gateway,Krypton Payment Gateway,Private IaaS,Consumer,8ARX,Local,Private PaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,8ARX,TECHSEC,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,Enabled,,,Normal,,Private PaaS
8BDV.9B.SYNC,Orion Data Warehouse,Canopus Trade Capture,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHSEC,TECHSEC,No,Synchronous,0,0,WL6EX2C,8BDV.9B.SYNC.WL6E,Normal,8BDV.WL6EX2C,Mainframe
8BDV.9B.SYNC,Orion Data Warehouse,Canopus Trade Capture,Canopus Trade Capture,Public Cloud,Consumer,9B,Remote,Public Cloud,Internal,Confidential,Yes,No,No,00= 0-30 Minutes,WL6EX2C,9B,TECHFIN,TECHSEC,TECHSEC,No,Synchronous,Enabled,Enabled,WL6EX2C,8BDV.9B.SYNC.WL6E,0,8BDV.WL6EX2C,Public Cloud
8BDV.9ASM.LOG,Orion Data Warehouse,Aldebaran Rate Engine,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WS27,8BDV.9ASM.LOG.WS27,0,8BDV.WS27,Mainframe
8BDV.9ASM.LOG,Orion Data Warehouse,Aldebaran Rate Engine,Aldebaran Rate Engine,Mainframe,Consumer,9ASM,Remote,Mainframe,Internal,Public,No,No,Yes,01= 30 Minutes to 2 Hours,WS27,9ASM,TECHFIN,TECHCORE,TECHCORE,No,Synchronous,0,0,WS27,8BDV.9ASM.LOG.WS27,Normal,8BDV.WS27,Mainframe
GHLT.SSSM.ACK,Spica Reconciliation,Canopus Trade Capture,Spica Reconciliation,"Full App Retire, Mainframe",Producer,GHLT,Remote,Private PaaS,Internal,Restricted,No,No,Yes,01= 30 Minutes to 2 Hours,WSR2D,GHLT,TECHCT,TECHCT,TECHCT,No,Asynchronous,Enabled,0,WL6E30,GHLT.SSSM.ACK.WL6E,0,GHLT.WL6E30,Private PaaS
GHLT.SSSM.ACK,Spica Reconciliation,Canopus Trade Capture,Canopus Trade Capture,Private PaaS,Consumer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHCT,TECHCT,No,Asynchronous,Enabled,0,WL6E30,GHLT.SSSM.ACK.WL6E,0,GHLT.WL6E30,Public Cloud
YZSM.ABNP.ALERT,Regulus Position Keeper,Saturn Compliance Monitor,Regulus Position Keeper,"Private IaaS, Private PaaS",Producer,YZSM,Remote,Mainframe,Internal,Public,No,No,No,05= 1 to 3 Days,WL6EX2B,YZSM,TECHOPS,TECHCT,TECHCT,No,Asynchronous,0,Enabled,WL6EX2A,YZSM.ABNP.ALERT.WL6E,0,YZSM.WL6EX2A,Mainframe
YZSM.ABNP.ALERT,Regulus Position Keeper,Saturn Compliance Monitor,Saturn Compliance Monitor,Private PaaS,Consumer,ABNP,Remote,Public Cloud,Internal,Internal Use,No,Yes,No,00= 0-30 Minutes,WL6EX2A,ABNP,TECHSEC,TECHCT,TECHCT,No,Asynchronous,Enabled,0,WL6EX2A,YZSM.ABNP.ALERT.WL6E,0,YZSM.WL6EX2A,Public Cloud
CDNP.8ASM.STAT,Vega Authentication Service,PP Arcne VMU,Vega Authentication Service,Private PaaS,Producer,CDNP,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRX2B,CDNP,TECHRISK,TECHSEC,TECHSEC,Yes,Synchronous,0,0,WSX2B,CDNP.8ASM.STAT.WSX2,0,CDNP.WSX2B,Public Cloud
CDNP.8ASM.STAT,Vega Authentication Service,PP Arcne VMU,PP Arcne VMU,Public Cloud,Consumer,8ASM,Remote,Public Cloud,External,Public,Yes,Yes,No,02= 2 Hours to 4 Hours,WSX2B,8ASM,TECHRISK,TECHSEC,TECHSEC,Yes,Synchronous,Enabled,Enabled,WSX2B,CDNP.8ASM.STAT.WSX2,Normal,CDNP.WSX2B,Public Cloud
SSNP.ABLT.NTFY,PP Arcne VMU,Krypton Payment Gateway,PP Arcne VMU,Private IaaS,Producer,SSNP,Remote,Mainframe,External,Restricted,Yes,No,No,05= 1 to 3 Days,WL6EX2A,SSNP,TECHOPS,TECHSEC,TECHSEC,No,Asynchronous,Enabled,Enabled,WRX2A,SSNP.ABLT.NTFY.WRX2,0,SSNP.WRX2A,Mainframe
SSNP.ABLT.NTFY,PP Arcne VMU,Krypton Payment Gateway,Krypton Payment Gateway,Private IaaS,Consumer,ABLT,Remote,Mainframe,External,Public,No,No,No,04= 12 to 24 Hours,WRX2A,ABLT,TECHOPS,TECHSEC,TECHSEC,No,Asynchronous,Enabled,Enabled,WRX2A,SSNP.ABLT.NTFY.WRX2,Normal,SSNP.WRX2A,Mainframe
GHSM.TTLT.BATCH,Antares Settlement Bus,Neptune Risk Analytics,Antares Settlement Bus,"Private IaaS, Private PaaS",Producer,GHSM,Remote,Private IaaS,Internal,Internal Use,No,Yes,No,04= 12 to 24 Hours,WL6E30,GHSM,TECHFIN,TECHCORE,TECHCORE,Yes,Asynchronous,0,0,WL6ER2F,GHSM.TTLT.BATCH.WL6E,Normal,GHSM.WL6ER2F,Private IaaS
GHSM.TTLT.BATCH,Antares Settlement Bus,Neptune Risk Analytics,Neptune Risk Analytics,Private IaaS,Consumer,TTLT,Remote,Private IaaS,External,Public,No,No,Yes,04= 12 to 24 Hours,WL6ER2F,TTLT,TECHCCIBT,TECHCORE,TECHCORE,Yes,Asynchronous,0,0,WL6ER2F,GHSM.TTLT.BATCH.WL6E,Normal,GHSM.WL6ER2F,Private IaaS
TT.8ALT.DAT,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,"Private IaaS, Private PaaS",Producer,TT,Remote,Private PaaS,External,Internal Use,No,No,No,03= 4:01 to 11:59 Hours,WRX2C,TT,TECHOPS,TECHPAY,TECHPAY,No,Synchronous,0,0,WL6E27,TT.8ALT.DAT.WL6E,Normal,TT.WL6E27,Private PaaS
TT.8ALT.DAT,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Consumer,8ALT,Remote,Mainframe,External,Restricted,No,No,Yes,05= 1 to 3 Days,WL6E27,8ALT,TECHRISK,TECHPAY,TECHPAY,No,Synchronous,0,Enabled,WL6E27,TT.8ALT.DAT.WL6E,Normal,TT.WL6E27,Mainframe
GH.TTRX.ACK,Procyon API Gateway,Saturn Compliance Monitor,Procyon API Gateway,Mainframe,Producer,GH,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WL6EX2C,GH,TECHCT,TECHSEC,TECHSEC,No,Asynchronous,Enabled,Enabled,WL6GX2C,GH.TTRX.ACK.WL6G,Normal,GH.WL6GX2C,Public Cloud
GH.TTRX.ACK,Procyon API Gateway,Saturn Compliance Monitor,Saturn Compliance Monitor,Mainframe,Consumer,TTRX,Remote,Private PaaS,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6GX2C,TTRX,TECHCT,TECHSEC,TECHSEC,No,Asynchronous,Enabled,0,WL6GX2C,GH.TTRX.ACK.WL6G,0,GH.WL6GX2C,Private PaaS
UVRX.TTLT.SYNC,Vega Authentication Service,Neptune Risk Analytics,Vega Authentication Service,Public Cloud,Producer,UVRX,Remote,Private IaaS,Internal,Confidential,No,No,Yes,00= 0-30 Minutes,WSR2D,UVRX,TECHOPS,TECHRISK,TECHRISK,Yes,Asynchronous,Enabled,Enabled,WL6ER2F,UVRX.TTLT.SYNC.WL6E,Normal,UVRX.WL6ER2F,Private IaaS
UVRX.TTLT.SYNC,Vega Authentication Service,Neptune Risk Analytics,Neptune Risk Analytics,Private IaaS,Consumer,TTLT,Remote,Private IaaS,External,Public,No,No,Yes,04= 12 to 24 Hours,WL6ER2F,TTLT,TECHCCIBT,TECHRISK,TECHRISK,Yes,Asynchronous,0,0,WL6ER2F,UVRX.TTLT.SYNC.WL6E,Normal,UVRX.WL6ER2F,Private IaaS
GHNP.YZLT.ACK,Canopus Trade Capture,Fomalhaut Market Data,Canopus Trade Capture,Private IaaS,Producer,GHNP,Remote,Mainframe,External,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WQ27,GHNP,TECHCT,TECHCORE,TECHCORE,Yes,Asynchronous,0,Enabled,WS29,GHNP.YZLT.ACK.WS29,Normal,GHNP.WS29,Mainframe
GHNP.YZLT.ACK,Canopus Trade Capture,Fomalhaut Market Data,Fomalhaut Market Data,"Full App Retire, Mainframe",Consumer,YZLT,Remote,Mainframe,External,Confidential,No,No,No,00= 0-30 Minutes,WS29,YZLT,TECHOPS,TECHCORE,TECHCORE,Yes,Asynchronous,Enabled,0,WS29,GHNP.YZLT.ACK.WS29,Normal,GHNP.WS29,Mainframe
8AFK.SSSM.RQST,OOIKN JIU,Canopus Trade Capture,OOIKN JIU,Public Cloud,Producer,8AFK,Remote,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHOPS,TECHOPS,No,Synchronous,0,Enabled,WL6E30,8AFK.SSSM.RQST.WL6E,Normal,8AFK.WL6E30,Mainframe
8AFK.SSSM.RQST,OOIKN JIU,Canopus Trade Capture,Canopus Trade Capture,Private PaaS,Consumer,SSSM,Remote,Public Cloud,Internal,Internal Use,No,No,No,01= 30 Minutes to 2 Hours,WL6E30,SSSM,TECHSEC,TECHOPS,TECHOPS,No,Synchronous,0,Enabled,WL6E30,8AFK.SSSM.RQST.WL6E,Normal,8AFK.WL6E30,Public Cloud
YZ.EFFK.RQST,Antares Settlement Bus,Rigel Batch Processor,Antares Settlement Bus,"Private IaaS, Private PaaS",Producer,YZ,Remote,Private IaaS,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZ,TECHCCIBT,TECHCT,TECHCT,No,Synchronous,Enabled,Enabled,WL6ER2F,YZ.EFFK.RQST.WL6E,0,YZ.WL6ER2F,Private IaaS
YZ.EFFK.RQST,Antares Settlement Bus,Rigel Batch Processor,Rigel Batch Processor,"Private IaaS, Private PaaS",Consumer,EFFK,Remote,Public Cloud,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2F,EFFK,TECHCT,TECHCT,TECHCT,No,Synchronous,0,Enabled,WL6ER2F,YZ.EFFK.RQST.WL6E,0,YZ.WL6ER2F,Public Cloud
ABSM.9ARX.CMD,Hdc - Hdxknvlr Kavk & Hncvympqf,Spica Reconciliation,Hdc - Hdxknvlr Kavk & Hncvympqf,Private PaaS,Producer,ABSM,Remote,Public Cloud,Internal,Internal Use,Yes,No,No,02= 2 Hours to 4 Hours,WQ27,ABSM,TECHSEC,TECHCCIBT,TECHCCIBT,No,Synchronous,0,Enabled,WL6F31,ABSM.9ARX.CMD.WL6F,Normal,ABSM.WL6F31,Public Cloud
ABSM.9ARX.CMD,Hdc - Hdxknvlr Kavk & Hncvympqf,Spica Reconciliation,Spica Reconciliation,Private PaaS,Consumer,9ARX,Remote,Private IaaS,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6F31,9ARX,TECHCCIBT,TECHCCIBT,TECHCCIBT,No,Synchronous,0,Enabled,WL6F31,ABSM.9ARX.CMD.WL6F,Normal,ABSM.WL6F31,Private IaaS
RRSM.GHLT.RESP,Betelgeuse Event Streamer,Spica Reconciliation,Betelgeuse Event Streamer,Public Cloud,Producer,RRSM,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FX2A,RRSM,TECHRISK,TECHSEC,TECHSEC,No,Asynchronous,0,Enabled,WSR2D,RRSM.GHLT.RESP.WSR2,Normal,RRSM.WSR2D,Mainframe
RRSM.GHLT.RESP,Betelgeuse Event Streamer,Spica Reconciliation,Spica Reconciliation,"Full App Retire, Mainframe",Consumer,GHLT,Remote,Private PaaS,Internal,Restricted,No,No,Yes,01= 30 Minutes to 2 Hours,WSR2D,GHLT,TECHCT,TECHSEC,TECHSEC,No,Asynchronous,0,0,WSR2D,RRSM.GHLT.RESP.WSR2,Normal,RRSM.WSR2D,Private PaaS
8CLT.RRRX.LOG,Deneb Message Router,Aldebaran Rate Engine,Deneb Message Router,Public Cloud,Producer,8CLT,Remote,Private IaaS,External,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6F27,8CLT,TECHCT,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,WL6E28,8CLT.RRRX.LOG.WL6E,Normal,8CLT.WL6E28,Private IaaS
8CLT.RRRX.LOG,Deneb Message Router,Aldebaran Rate Engine,Aldebaran Rate Engine,Private IaaS,Consumer,RRRX,Remote,Public Cloud,Internal,Restricted,No,No,No,00= 0-30 Minutes,WL6E28,RRRX,TECHOPS,TECHOPS,TECHOPS,No,Asynchronous,0,Enabled,WL6E28,8CLT.RRRX.LOG.WL6E,Normal,8CLT.WL6E28,Public Cloud
8BDV.8CLT.LOG,Orion Data Warehouse,Deneb Message Router,Orion Data Warehouse,Mainframe,Producer,8BDV,Remote,Mainframe,External,Public,No,No,No,05= 1 to 3 Days,WL6FR2D,8BDV,TECHCT,TECHCORE,TECHCORE,No,Asynchronous,Enabled,Enabled,WL6F27,8BDV.8CLT.LOG.WL6F,Normal,8BDV.WL6F27,Mainframe
8BDV.8CLT.LOG,Orion Data Warehouse,Deneb Message Router,Deneb Message Router,Public Cloud,Consumer,8CLT,Remote,Private IaaS,External,Restricted,No,No,No,01= 30 Minutes to 2 Hours,WL6F27,8CLT,TECHCT,TECHCORE,TECHCORE,No,Asynchronous,Enabled,Enabled,WL6F27,8BDV.8CLT.LOG.WL6F,Normal,8BDV.WL6F27,Private IaaS
SSLT.8ALT.RPT,Achernar Limit Monitor,Hdc - Hdxknvlr Kavk & Hncvympqf,Achernar Limit Monitor,"Full App Retire, Mainframe",Producer,SSLT,Remote,Mainframe,Internal,Public,Yes,No,Yes,02= 2 Hours to 4 Hours,WRX2B,SSLT,TECHSEC,TECHCT,TECHCT,No,Synchronous,0,Enabled,WL6E27,SSLT.8ALT.RPT.WL6E,0,SSLT.WL6E27,Mainframe
SSLT.8ALT.RPT,Achernar Limit Monitor,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Consumer,8ALT,Remote,Mainframe,External,Restricted,No,No,Yes,05= 1 to 3 Days,WL6E27,8ALT,TECHRISK,TECHCT,TECHCT,No,Synchronous,Enabled,0,WL6E27,SSLT.8ALT.RPT.WL6E,Normal,SSLT.WL6E27,Mainframe
8ANP.ABDV.ALERT,Neptune Risk Analytics,Neptune Risk Analytics,Neptune Risk Analytics,Mainframe,Producer,8ANP,Remote,Private PaaS,Internal,Confidential,No,Yes,No,01= 30 Minutes to 2 Hours,WL6FX2B,8ANP,TECHCCIBT,TECHPAY,TECHPAY,Yes,Asynchronous,0,Enabled,WR29,8ANP.ABDV.ALERT.WR29,Normal,8ANP.WR29,Private PaaS
8ANP.ABDV.ALERT,Neptune Risk Analytics,Neptune Risk Analytics,Neptune Risk Analytics,Private PaaS,Consumer,ABDV,Remote,Public Cloud,Internal,Public,No,No,No,05= 1 to 3 Days,WR29,ABDV,TECHRISK,TECHPAY,TECHPAY,Yes,Asynchronous,0,0,WR29,8ANP.ABDV.ALERT.WR29,0,8ANP.WR29,Public Cloud
9BNP.EFFK.CTRL,Krypton Payment Gateway,Rigel Batch Processor,Krypton Payment Gateway,Private IaaS,Producer,9BNP,Remote,Private IaaS,External,Public,Yes,Yes,No,01= 30 Minutes to 2 Hours,WL6E27,9BNP,TECHSEC,TECHCCIBT,TECHCCIBT,No,Synchronous,Enabled,Enabled,WL6ER2F,9BNP.EFFK.CTRL.WL6E,Normal,9BNP.WL6ER2F,Private IaaS
9BNP.EFFK.CTRL,Krypton Payment Gateway,Rigel Batch Processor,Rigel Batch Processor,"Private IaaS, Private PaaS",Consumer,EFFK,Remote,Public Cloud,External,Restricted,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2F,EFFK,TECHCT,TECHCCIBT,TECHCCIBT,No,Synchronous,0,0,WL6ER2F,9BNP.EFFK.CTRL.WL6E,0,9BNP.WL6ER2F,Public Cloud
YZDV.9ADV.LOG,Achernar Limit Monitor,Regulus Position Keeper,Achernar Limit Monitor,Public Cloud,Producer,YZDV,Remote,Public Cloud,Internal,Internal Use,No,No,No,02= 2 Hours to 4 Hours,WRR2D,YZDV,TECHOPS,TECHFIN,TECHFIN,No,Synchronous,0,0,WL6EX2B,YZDV.9ADV.LOG.WL6E,Normal,YZDV.WL6EX2B,Public Cloud
YZDV.9ADV.LOG,Achernar Limit Monitor,Regulus Position Keeper,Regulus Position Keeper,"Private IaaS, Private PaaS",Consumer,9ADV,Remote,Private IaaS,Internal,Public,No,No,Yes,00= 0-30 Minutes,WL6EX2B,9ADV,TECHRISK,TECHFIN,TECHFIN,No,Synchronous,Enabled,0,WL6EX2B,YZDV.9ADV.LOG.WL6E,Normal,YZDV.WL6EX2B,Private IaaS
WXSM.YZRX.DAT,Capella Audit Logger,Canopus Trade Capture,Capella Audit Logger,Mainframe,Producer,WXSM,Remote,Private PaaS,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WS26,WXSM,TECHRISK,TECHCCIBT,TECHCCIBT,Yes,Synchronous,0,0,WL6FR2D,WXSM.YZRX.DAT.WL6F,0,WXSM.WL6FR2D,Private PaaS
WXSM.YZRX.DAT,Capella Audit Logger,Canopus Trade Capture,Canopus Trade Capture,"Full App Retire, Mainframe",Consumer,YZRX,Remote,Mainframe,External,Restricted,Yes,No,No,02= 2 Hours to 4 Hours,WL6FR2D,YZRX,TECHSEC,TECHCCIBT,TECHCCIBT,Yes,Synchronous,0,0,WL6FR2D,WXSM.YZRX.DAT.WL6F,0,WXSM.WL6FR2D,Mainframe
SSRX.8ALT.ALERT,DFCeth - HUVY MIPKNVL ZYU,Hdc - Hdxknvlr Kavk & Hncvympqf,DFCeth - HUVY MIPKNVL ZYU,"Private IaaS, Private PaaS",Producer,SSRX,Remote,Public Cloud,External,Internal Use,Yes,No,No,00= 0-30 Minutes,WR26,SSRX,TECHRISK,TECHCORE,TECHCORE,No,Synchronous,0,Enabled,WL6E27,SSRX.8ALT.ALERT.WL6E,Normal,SSRX.WL6E27,Public Cloud
SSRX.8ALT.ALERT,DFCeth - HUVY MIPKNVL ZYU,Hdc - Hdxknvlr Kavk & Hncvympqf,Hdc - Hdxknvlr Kavk & Hncvympqf,Private IaaS,Consumer,8ALT,Remote,Mainframe,External,Restricted,No,No,Yes,05= 1 to 3 Days,WL6E27,8ALT,TECHRISK,TECHCORE,TECHCORE,No,Synchronous,Enabled,0,WL6E27,SSRX.8ALT.ALERT.WL6E,0,SSRX.WL6E27,Mainframe
EFSM.EFLT.LOG,Deneb Message Router,Polaris Config Manager,Deneb Message Router,Private PaaS,Producer,EFSM,Local,Public Cloud,External,Public,No,Yes,No,02= 2 Hours to 4 Hours,WL6ER2F,EFSM,TECHCT,TECHSEC,TECHSEC,No,Synchronous,Enabled,0,,,0,,Public Cloud
EFSM.EFLT.LOG,Deneb Message Router,Polaris Config Manager,Polaris Config Manager,"Full App Retire, Mainframe",Consumer,EFLT,Local,Mainframe,External,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6ER2F,EFLT,TECHRISK,TECHSEC,TECHSEC,No,Synchronous,0,0,,,0,,Mainframe
9A.TTSM.SYNC,Betelgeuse Event Streamer,Mercury Trade Settlement,Betelgeuse Event Streamer,Private IaaS,Producer,9A,Remote,Private IaaS,Internal,Public,No,No,No,01= 30 Minutes to 2 Hours,WL6F27,9A,TECHRISK,TECHOPS,TECHOPS,No,Asynchronous,Enabled,Enabled,WL6ER2A,9A.TTSM.SYNC.WL6E,0,9A.WL6ER2A,Private IaaS
9A.TTSM.SYNC,Betelgeuse Event Streamer,Mercury Trade Settlement,Mercury Trade Settlement,"Full App Retire, Mainframe",Consumer,TTSM,Remote,Public Cloud,External,Confidential,No,No,No,03= 4:01 to 11:59 Hours,WL6ER2A,TTSM,TECHCCIBT,TECHOPS,TECHOPS,No,Asynchronous,Enabled,Enabled,WL6ER2A,9A.TTSM.SYNC.WL6E,Normal,9A.WL6ER2A,Public Cloud
RRFK.RR.SYNC,Arcturus Cache Service,Capella Audit Logger,Arcturus Cache Service,Public Cloud,Producer,RRFK,Remote,Mainframe,Internal,Restricted,No,No,Yes,04= 12 to 24 Hours,WRX2D,RRFK,TECHOPS,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WRR2F,RRFK.RR.SYNC.WRR2,0,RRFK.WRR2F,Mainframe
RRFK.RR.SYNC,Arcturus Cache Service,Capella Audit Logger,Capella Audit Logger,"Private IaaS, Private PaaS",Consumer,RR,Remote,Private PaaS,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,RR,TECHOPS,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,Enabled,WRR2F,RRFK.RR.SYNC.WRR2,0,RRFK.WRR2F,Private PaaS
UVSM.RR.RQST,Orion Data Warehouse,Capella Audit Logger,Orion Data Warehouse,Private PaaS,Producer,UVSM,Remote,Private IaaS,Internal,Internal Use,No,Yes,Yes,04= 12 to 24 Hours,WL6GR2C,UVSM,TECHFIN,TECHSEC,TECHSEC,Yes,Asynchronous,0,Enabled,WRR2F,UVSM.RR.RQST.WRR2,0,UVSM.WRR2F,Private IaaS
UVSM.RR.RQST,Orion Data Warehouse,Capella Audit Logger,Capella Audit Logger,"Private IaaS, Private PaaS",Consumer,RR,Remote,Private PaaS,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,RR,TECHOPS,TECHSEC,TECHSEC,Yes,Asynchronous,Enabled,Enabled,WRR2F,UVSM.RR.RQST.WRR2,Normal,UVSM.WRR2F,Private PaaS
8AFK.8CNP.NTFY,OOIKN JIU,Arcturus Cache Service,OOIKN JIU,Public Cloud,Producer,8AFK,Remote,Mainframe,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WL6FR2D,8AFK,TECHCT,TECHOPS,TECHOPS,No,Asynchronous,0,0,WL6GR2C,8AFK.8CNP.NTFY.WL6G,0,8AFK.WL6GR2C,Mainframe
8AFK.8CNP.NTFY,OOIKN JIU,Arcturus Cache Service,Arcturus Cache Service,Public Cloud,Consumer,8CNP,Remote,Mainframe,Internal,Confidential,Yes,No,No,04= 12 to 24 Hours,WL6GR2C,8CNP,TECHSEC,TECHOPS,TECHOPS,No,Asynchronous,Enabled,Enabled,WL6GR2C,8AFK.8CNP.NTFY.WL6G,Normal,8AFK.WL6GR2C,Mainframe
AB.EFRX.BATCH,OOIKN JIU,Capella Audit Logger,OOIKN JIU,"Full App Retire, Mainframe",Producer,AB,Remote,Public Cloud,Internal,Internal Use,Yes,No,Yes,05= 1 to 3 Days,WL6FX2A,AB,TECHCCIBT,TECHFIN,TECHFIN,No,Asynchronous,Enabled,0,WRR2D,AB.EFRX.BATCH.WRR2,Normal,AB.WRR2D,Public Cloud
AB.EFRX.BATCH,OOIKN JIU,Capella Audit Logger,Capella Audit Logger,Private PaaS,Consumer,EFRX,Remote,Private IaaS,Internal,Confidential,Yes,No,No,00= 0-30 Minutes,WRR2D,EFRX,TECHSEC,TECHFIN,TECHFIN,No,Asynchronous,Enabled,Enabled,WRR2D,AB.EFRX.BATCH.WRR2,0,AB.WRR2D,Private IaaS
UVLT.YZNP.RPT,Sirius Notification Hub,DFCeth - HUVY MIPKNVL ZYU,Sirius Notification Hub,"Private IaaS, Private PaaS",Producer,UVLT,Remote,Private PaaS,External,Confidential,Yes,No,No,03= 4:01 to 11:59 Hours,WSX2C,UVLT,TECHOPS,TECHSEC,TECHSEC,Yes,Asynchronous,Enabled,Enabled,WRR2F,UVLT.YZNP.RPT.WRR2,0,UVLT.WRR2F,Private PaaS
UVLT.YZNP.RPT,Sirius Notification Hub,DFCeth - HUVY MIPKNVL ZYU,DFCeth - HUVY MIPKNVL ZYU,"Private IaaS, Private PaaS",Consumer,YZNP,Remote,Public Cloud,Internal,Confidential,No,No,No,04= 12 to 24 Hours,WRR2F,YZNP,TECHCT,TECHSEC,TECHSEC,Yes,Asynchronous,0,0,WRR2F,UVLT.YZNP.RPT.WRR2,0,UVLT.WRR2F,Public Cloud
9BFK.8BDV.CTRL,Achernar Limit Monitor,Orion Data Warehouse,Achernar Limit Monitor,"Full App Retire, Mainframe",Producer,9BFK,Remote,Private PaaS,External,Internal Use,Yes,No,No,00= 0-30 Minutes,WL6E26,9BFK,TECHFIN,TECHCCIBT,TECHCCIBT,No,Asynchronous,Enabled,0,WL6FR2D,9BFK.8BDV.CTRL.WL6F,0,9BFK.WL6FR2D,Private PaaS
